smiles,homo,lumo,hl
CC(C)Cn1cnc2c(N)nc3ccccc3c21,-4.96497,-1.64937,3.3156
Cc1ccc(C=C2c3ccccc3C(=O)c3ccccc32)cc1,-5.39077,-3.07985,2.31092
Cc1cc(C)c2c([S@@](=O)c3ccc(Br)cc3)c(C)oc2c1C,-5.34864,-1.9441,3.40454
Cc1cc(C)c2oc(C)c([S@](=O)c3ccc(Br)cc3)c2c1,-5.49103,-1.95951,3.53152
CC(=O)O[C@]1(C)C(=O)N(S(=O)(=O)c2ccccc2)c2ccccc21,-5.84553,-2.29088,3.55465
COC1=CC(=C([N+](=O)[O-])[N+](=O)[O-])C(=O)c2ccccc21,-6.15901,-4.63104,1.52797
CC(C)C(=O)[C@@H]1CC[C@]2(C)C(=O)O[C@@](C)(C2=O)[C@@H]1O,-5.82248,-2.69183,3.13065
COc1ccc(NC2=C(I)C(=O)CC(C)(C)C2)cc1,-5.01653,-2.04625,2.97028
COc1ccccc1C(=O)OCC(=O)c1ccc(F)cc1,-5.57843,-2.7983,2.78013
CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,-6.07062,-3.33775,2.73287
Cc1cc(C)c2c([S@@](=O)c3cccc(Cl)c3)c(C)oc2c1C,-5.35447,-1.94172,3.41275
N[C@@H](c1ccc(Cl)cc1)c1c(O)ccc2cc(Br)ccc12,-5.13346,-2.20989,2.92357
O=C1/C(=C/c2ccc(C(F)(F)F)cc2)Cc2ccccc21,-5.78588,-3.45418,2.3317
CCc1cc(C(=O)c2ccccc2Cl)c(NC(=O)CN)s1,-5.17899,-2.57279,2.6062
O=C(O)C[C@H]1CC(=O)c2ccccc21,-5.64084,-2.68276,2.95808
c1ccc(CN(Cc2ccccc2)c2ccc(N(Cc3ccccc3)Cc3ccccc3)cc2)cc1,-3.91472,-1.31501,2.59971
Cc1ccc([S@](=O)c2c(C)oc3ccc4ccccc4c23)cc1,-5.25743,-2.08272,3.17471
Cc1ccccc1/C=C(\C#N)COc1ccccc1/C=N/O,-5.34319,-3.09231,2.25088
O=C1C2=C(c3ccccc3CC2)c2ccc(Br)cc21,-5.50806,-3.64998,1.85808
C(=C1\CCCc2ccccc21)\c1ccccc1,-5.13681,-2.14996,2.98685
CCCOc1ccc2nc3ccccc3nc2c(=O)n1,-5.70988,-3.58961,2.12027
COc1cc2c(cc1OC)C(=S)N(C)N(C)C(=O)N2,-4.76826,-2.32947,2.43879
Cc1ccc(C)c2c1[nH]c1ccc(N(C)C)c(C=O)c12,-4.46676,-2.40882,2.05794
Cc1cc(C)c(C(=O)O[C@]23CC=C[C@H]2[C@@H](Cl)C3=O)c(C)c1,-5.83332,-2.51784,3.31548
CCOC(=O)C1=CC[C@]2(CCNC2=O)C1,-5.74381,-2.13669,3.60712
[O]N(c1ccc(Cl)cc1)N([O])c1ccc(Cl)cc1,-5.24092,-3.40542,1.8355
c1c2c(cc3cc4c(cc13)CC4)CC2,-5.17426,-1.86326,3.311
CCOC(=O)C1=CCC[C@@]12CCNC2=O,-5.42829,-2.11145,3.31684
Brc1ccccc1C(=C=C(c1ccccc1)c1ccccc1Br)c1ccccc1,-5.50465,-2.21524,3.28941
c1ccc(C2(c3ccccc3)CCOC2)cc1,-5.63854,-1.37724,4.2613
Cc1ccc(NC2=C(C(=O)Nc3ccccc3)C(=O)OC2)cc1,-5.27226,-2.51603,2.75623
C=C1C(=O)O[C@H]2[C@]1(O)CC[C@]1(C)CCC[C@]3(C)O[C@]213,-6.01064,-2.55374,3.4569
Cc1ccc2c(c1)[C@@]1(C)[C@H]3[C@H]4C=C[C@H](O4)[C@@H]3C(=O)C[C@H]1O2,-5.293,-1.72991,3.56309
CC(C)OP(=O)(OC(C)C)c1cc(Cl)nc(N)n1,-6.02229,-2.51781,3.50448
O=C1O[C@H](c2ccccc2)c2cccc3ccc4cccc1c4c23,-5.68507,-2.62508,3.05999
COc1c(-c2ccccc2)oc2ccccc2c1=O,-5.35904,-2.78874,2.5703
O=C1C[C@@H]2O[C@H](CO)[C@@H](OCc3ccccc3)[C@H](O)[C@@H]2O1,-5.81691,-1.28054,4.53637
COc1ccc(/C=N/N(C)c2ccccc2)cc1,-4.48164,-1.86732,2.61432
O=C1C[C@@H](Sc2ccccc2)[C@H](CC(=O)c2ccccc2)O1,-5.71947,-2.89582,2.82365
CSc1c(SC(=O)c2ccccc2)c2c(C)cc(C)cn2c1C#N,-5.18074,-2.68649,2.49425
O=C(CC1CCCCCCC1)c1ccc(Cl)cc1,-5.82487,-2.79567,3.0292
c1ccc([C@H]2Nc3ccccc3-c3nc4ccccc4n32)cc1,-4.99094,-2.13195,2.85899
O=[N+]([O-])c1ccccc1/C=C/C=N/c1ccccc1O,-5.25813,-3.56934,1.68879
CC(C)(C)N([O])N([O])C(C)(C)C,-4.71733,-2.04341,2.67392
CC(C)=C1CC[C@@H](C)C[C@]1(O)[C@H](C)C#N,-5.72554,-1.05416,4.67138
CCOc1cc(NC(C)=O)ccc1C(=O)OC,-5.53318,-2.16818,3.365
O=C=N[C@]1(c2ccccc2)CCCC[C@H]1I,-6.01868,-1.90772,4.11096
Cc1nn(-c2ccc([N+](=O)[O-])cc2)cc1Br,-6.08382,-3.54775,2.53607
c1ccc2c(Cn3ccnc3)ccc(Cn3ccnc3)c2c1,-5.61749,-2.62564,2.99185
Cc1ccc(C2=NN(C(=O)Cn3cncn3)CC2)cc1,-5.51792,-2.6716,2.84632
COc1ccc(OC(=O)c2cc(OC)c3c(c2Br)OCO3)cc1,-5.25549,-2.23337,3.02212
COc1cc([C@H](NS(=O)(=O)c2ccc(C)cc2)[C@H](Br)C(C)=O)cc(OC)c1OC,-5.57571,-2.49693,3.07878
CCOC(=O)/C(=N\Nc1ccccc1Cl)C(=O)CCl,-5.78999,-3.42267,2.36732
COC(=O)C1=CN(C)C=C/C1=C(\C#N)c1ccccc1,-4.74779,-2.4259,2.32189
CC1(C)[C@H]2CO[C@H](c3ccccc3)[C@]21[N+](=O)[O-],-6.04153,-3.04749,2.99404
CCOc1cc(/C=N/Nc2ccc([N+](=O)[O-])cc2)ccc1O,-5.01066,-3.01051,2.00015
Oc1c(Cl)cc(Cl)cc1CN1CCCCC1,-5.26272,-1.57808,3.68464
O=C(/C=C/c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])cc1,-6.48509,-4.46423,2.02086
Cc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-],-5.47904,-3.63543,1.84361
COc1cccc(/C=N/c2ccc(Br)cc2)c1O,-5.14633,-2.81684,2.32949
CCC[C@](C)(C#N)NC(=O)c1cccc2nnsc12,-6.01407,-3.19568,2.81839
CC(=N\c1cccc(I)c1)/C(C)=N/c1cccc(I)c1,-5.64074,-3.14021,2.50053
C[C@@]1(S(=O)(=O)c2ccccc2)C[C@@H]2N(Cc3ccccc3)[C@H]1CCC21OCCO1,-4.57549,-2.07683,2.49866
c1ccc(N/C(=N\c2nccs2)c2cccc3nnsc23)cc1,-5.39575,-3.08514,2.31061
O=C(N[C@H](CO)Cc1ccccc1)c1ccccc1,-5.82889,-2.06609,3.7628
Oc1ccc2c(c1)C[C@H]1O[C@@H]2Cc2cc(O)ccc21,-5.36188,-1.45459,3.90729
C[C@@H]1CC(C)(C)C(=O)[C@H]1[N+](=O)[O-],-6.26097,-3.09374,3.16723
COc1ccc(/C=N/NC(=O)c2ccncc2)cc1O,-5.24643,-2.76735,2.47908
Cc1cccc(Cl)c1N1C(=S)N[C@H]2[C@@H]1O[C@H]([C@H](O)CO)[C@@H]2O,-4.98857,-1.75397,3.2346
CN1CCCO[P@]1(=O)OC(=O)c1ccccc1,-5.83655,-2.61972,3.21683
C[C@]12CC[C@@]3(O)C(=O)Oc4ccccc4[C@@]3(OC1)O2,-5.9155,-2.00068,3.91482
COC1(OC)[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)[C@H]1[C@H]3C=C[C@H](C4=C3C(=O)OC4=O)[C@H]12,-6.14693,-3.95648,2.19045
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.49235,-2.86511,3.62724
COC(=O)c1cnc(-c2c(F)c(F)c(F)c(F)c2F)cc1C(=O)OC,-6.46243,-3.22525,3.23718
COC(=O)c1cnc(-c2ccccc2[N+](=O)[O-])cc1C(=O)OC,-6.3432,-3.3616,2.9816
COC(=O)c1cc(-c2cccn2C)[n+]([O-])cc1C(=O)OC,-5.26376,-3.01996,2.2438
O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1-c1c(F)c(F)c(F)c(F)c1F,-6.82422,-4.05178,2.77244
O=C1c2ccccc2CC[C@]12O[C@H]2c1ccc(Cl)cc1,-5.74844,-2.89918,2.84926
O=C1[C@H]2CCCC[C@H]2C(=O)N1c1ccccc1F,-5.98901,-1.80588,4.18313
O=C1[C@H]2CCCC[C@H]2C(=O)N1c1ccc(F)cc1,-6.01557,-1.9076,4.10797
CC1(C)OC[C@]2(OC[C@H](O)[C@@](C)([N+](=O)[O-])[C@H]2O)O1,-6.10715,-3.59104,2.51611
C1=C\SCCOCCS/C=C\SCCOCCS/1,-4.39131,-1.04922,3.34209
OC(c1ccccn1)(c1ccccn1)c1ccccn1,-5.55385,-1.93531,3.61854
Cc1ccc(S(=O)(=O)Nc2cccc(Cl)c2Cl)c(C)c1,-5.92262,-2.22546,3.69716
CC(=O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O,-5.64661,-1.94614,3.70047
Nc1scc2c(C(=O)NC3CC3)nn(-c3ccc(F)cc3)c(=O)c12,-5.01699,-2.78236,2.23463
O=S(=O)(Nc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.1618,-2.74142,3.42038
CCOC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)c2c1[C@H](O)NC2=O,-6.03893,-3.75077,2.28816
Cc1ccc(-c2oc(=O)c3c4c(sc3c2I)CCCC4)cc1,-5.14276,-2.56121,2.58155
COC(=O)c1cc(OC(C)=O)n(-c2cccc(Cl)n2)n1,-6.29178,-2.72221,3.56957
Cc1ccc(-n2cnnc2Nc2cccc([N+](=O)[O-])c2)cc1C,-5.3406,-3.35758,1.98302
CCCc1sc2sc3sc4ccccc4c3c2c1CCC,-4.96673,-1.65319,3.31354
O=C(c1c(F)c(F)c(F)c(F)c1F)N(c1ccccc1)c1cc(O)ccc1O,-5.25385,-2.13946,3.11439
N#CC1=C2C=C[CH]C=C2N([O])N1c1cccc2ccccc12,-5.0166,-2.97484,2.04176
Cc1ccc(S([O])([O])OC[C@H]2OC[C@H](O)[C@H]2O)cc1,-5.8886,-2.08053,3.80807
O=C1C=CC(=O)C(N(C(=O)Cc2c(F)c(F)c(F)c(F)c2F)c2ccccc2)=C1,-6.22067,-4.41841,1.80226
O=[N+]([O-])c1c2ccccc2cc2ccccc12,-5.41557,-3.35581,2.05976
O=c1ccccc2ccn([C@H]3C[C@H](O)[C@@H](CO)O3)c12,-5.3575,-2.63081,2.72669
c1csc(-c2ccc(-c3ncncc3-c3cccs3)s2)c1,-5.22649,-2.96199,2.2645
Cc1cc(C)c([Si]2(Cl)[Si](Cl)(Cl)[Si](Cl)(Cl)[Si](Cl)(Cl)[Si]2(Cl)Cl)c(C)c1,-6.26851,-3.17488,3.09363
O=C(O)/C=C1/CCCCN2C(=O)CC[C@H]12,-5.77702,-2.59475,3.18227
CCOC(=O)/C=C1/[C@H](O)CCCN2C(=O)CC[C@H]12,-5.76405,-2.52785,3.2362
CC(=O)OC1(C(=O)NC(C)(C)C)COC1,-5.7994,-1.50315,4.29625
Cc1[nH]nc2c1[C@@]1(C(=O)Nc3ccccc31)[C@@H](C#N)C(=O)N2,-5.73506,-2.18155,3.55351
COC(=O)C1=C(C)OC(c2ccccc2)(c2ccccc2)S1,-4.88432,-2.01258,2.87174
O=[N+]([O-])c1ccc([C@@H]2C[C@@H]3C[C@@H](CO3)O2)cc1,-6.00308,-3.38737,2.61571
Cc1ccc(S([O])([O])OC[C@@]23OC[C@H]4OC(C)(C)O[C@H]4[C@@H]2OC(C)(C)O3)cc1,-5.97405,-2.2191,3.75495
CN([O])[N]COC(=O)c1ccccc1,-6.4074,-2.55227,3.85513
COc1ccccc1[N][N]Nc1ccccc1OC,-4.68737,-2.40631,2.28106
CC(C)(C)c1ccc(-c2cc(=O)oc3ccc(Br)cc23)cc1,-5.90453,-3.05312,2.85141
Cc1cc(C)cc(-c2cc(=O)oc3ccc(Br)cc23)c1,-5.89872,-3.04219,2.85653
CCOC(=O)C1=C[C@H](c2cccs2)C2=C(CCC2=O)O1,-5.481,-2.67967,2.80133
N#CC1(C#N)[C@H]2[C@H]3CCC[C@@]4([C@H]5[C@H]6[C@@H](C[C@]234)[C@H]65)C1(C#N)C#N,-6.54978,-2.48658,4.0632
O=C1[C@@H]2[C@@H]3CCC[C@]4([C@@H]5C[C@@H]5C=C[C@]324)N1S(=O)(=O)Cl,-5.82384,-2.76874,3.0551
CCO[C@@H]1C[C@H]2O[C@@H]1[C@H](O)[C@H](O)[C@H]2OC(C)=O,-5.92806,-1.2632,4.66486
FC1(F)[C@@]2(Cl)[C@H](c3ccccc3)CC[C@H](c3ccccc3)[C@@]12Cl,-6.22382,-1.74895,4.47487
COC(=O)C1=C(C(=O)OC)[C@]2(C(=O)Nc3ccccc32)C(C#N)=C(N)O1,-5.40101,-2.97067,2.43034
CCN(CC)c1ccc(/C=C/c2ccncc2)cc1,-4.59135,-2.33772,2.25363
CC(C)(O)c1nnnn1/C=C/CO,-6.17691,-2.20794,3.96897
c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc(-c3ccccn3)n2)nc1,-5.76684,-2.70271,3.06413
COC(=O)C1=C(C)O[C@@H]2[C@H]1O[C@@](C)(O)[C@H]2C(=O)OC,-5.71875,-1.8383,3.88045
O[C@H](c1ccccc1)[C@H]1C=C[C@H]2CCO[C@H]2O1,-5.89667,-1.36004,4.53663
CC1=C(C)SC(=C2c3cc(I)ccc3-c3ccc(I)cc32)S1,-4.88307,-2.6111,2.27197
CN1[C]([N][N][C]2Sc3ccccc3N2C)Sc2ccccc21,-4.1835,-1.42134,2.76216
CC1(C)N=C([C@H](CO)c2ccccc2)OC1=O,-6.12249,-2.06323,4.05926
CC1(C)C(=O)[C@@]2(O)CC[C@@H]1C2,-5.34379,-1.61739,3.7264
CN(CP(C)(C)=O)C(=O)CBr,-5.81635,-2.16948,3.64687
COC(=O)[C@@]12CCC[C@@H]1[C@@H](c1cccc([N+](=O)[O-])c1)OC2=O,-6.56715,-3.71186,2.85529
COC(=O)[C@H](O)[C@@H](NS(=O)(=O)c1ccc(C)cc1)c1ccccc1,-6.09807,-1.95414,4.14393
CCOC1=N[C@]23CCCC[C@]2(N=C(OCC)N3Cl)N1Cl,-5.27957,-2.1013,3.17827
C/C=C1\NC(=O)[C@H]2C[C@@H](C(=O)OC)[C@]1(CC)N2C,-5.04625,-1.28446,3.76179
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)CC)NC1=O,-6.01166,-1.05725,4.95441
O=C1N=C(c2ccccc2)[C]2CCCCC3=CC=CN1[C@H]23,-5.05852,-2.66391,2.39461
C/C(=N\c1cccc(N)c1C)c1ccccc1O,-4.98303,-2.36972,2.61331
Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)c1ccccc1Cl,-5.45747,-2.37834,3.07913
CN(C)C(=O)N(C)CP(C)(C)=O,-5.29015,-0.55544,4.73471
C[C]1[CH][C@H]2OC(=O)[C@@H](C)[C@@H]2[C@@H](O)C/C(C=O)=C\CC1,-5.95105,-3.27639,2.67466
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1[S@](=O)c1ncc[nH]1,-5.39584,-1.20444,4.1914
Cc1ccc(S(=O)(=O)N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)cc1,-5.589,-1.97194,3.61706
O=C(Nc1ccccc1)C(=O)Nc1ccccc1,-5.80972,-2.70708,3.10264
CC(C)(C)/C=C(/Oc1ccc(Br)cc1)n1cncn1,-5.79915,-1.90297,3.89618
COc1cc(OC)c2c(C(C)=O)c(-c3ccc(O)cc3)oc2c1,-4.7515,-2.09539,2.65611
Cc1ccc(N(C)CCc2ccc([N+](=O)[O-])cc2)cc1,-4.77829,-3.41118,1.36711
COC1=C(C)C(=O)O[C@H](/C=C/c2ccccc2)C1,-5.58136,-2.29591,3.28545
CCn1cc(C(=O)OC)c(C(=O)OC)c(C#N)c1=O,-6.24379,-3.29944,2.94435
C[C@]1(CBr)O[C@@H]2C[C@H]1CC=C2C=O,-5.80019,-2.88257,2.91762
O=[P@]1(F)OC[C@@H]2[C@@H](CCCN2Cc2ccccc2)O1,-5.5674,-1.42155,4.14585
CC(C)(C)[C@]12[N]N=C(N)[C](C#N)[C@H]1[C@H](C#N)C(=O)N2,-6.11895,-4.14729,1.97166
O=[N+]([O-])c1cc(Cl)ccc1CCc1ccccc1Br,-6.13704,-3.62658,2.51046
N#C[C](C#N)[C](N1CCOCC1)N1CCOCC1,-5.53169,-2.20419,3.3275
COC(=O)[C@@]1(C)N[C@@H](c2ccc(Cl)cc2)[C@H]2C(=O)OC(=O)[C@H]21,-5.93685,-2.19233,3.74452
C[C@H](O)c1ccccc1[C@@](O)(c1ccccc1)C(F)(F)F,-5.99813,-1.7135,4.28463
CC1(C)[C@@H]2C/C(=N\CCN)[C@@](C)(O)[C@H]1C2,-5.37534,-1.55433,3.82101
CC(C)Cn1c(=O)n(CCCl)c(=O)c2ccccc21,-5.80604,-2.44674,3.3593
C=C(F)C[C@](NC(=O)c1ccccc1)(C(=O)O)c1ccccc1,-5.79763,-2.09693,3.7007
C[C@@H]1CC(=O)Nc2ccc(Cl)cc2N1C,-5.09603,-1.74849,3.34754
O=[N+]([O-])C1=CC2=NOC3(CCCCC3)[N+]([O-])C2=C[CH]1,-5.64605,-4.31741,1.32864
[O]N1c2cc([N+](=O)[O-])ccc2[N]C12CCCCC2,-5.84871,-4.2974,1.55131
CC1=Nc2ccccc2S[C@H](c2ccccc2)[C@H]1[N+](=O)[O-],-5.60558,-3.32065,2.28493
Cc1c[nH]c2nc3c(cnn3-c3ccccc3)c(=O)n12,-5.04648,-1.73355,3.31293
Cc1ccc(S(=O)(=O)Nc2cccc(C)c2C)cc1,-5.91067,-2.04294,3.86773
C=C=CC12c3ccccc3C(c3ccccc31)c1ccccc12,-5.49332,-1.48214,4.01118
c1ccc(P(c2ccccn2)c2ccccn2)nc1,-5.35308,-2.04838,3.3047
C1CCSc2nnc(s2)SCCCCSc2nnc(s2)SC1,-5.45494,-2.39741,3.05753
CC1=C[C@H](O)[C@@H](C(C)C)C[C@@H]1O,-5.89498,-1.1871,4.70788
CC/C([N][N]c1ccccc1)=N\Nc1ccccc1,-5.02167,-3.05699,1.96468
C#CCN1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,-5.02792,-1.81631,3.21161
O=[N+]([O-])c1ccc([C@H](O)CSC(=S)N2CCOCC2)cc1,-5.56635,-3.34915,2.2172
CC(C)=C[C@H]1C=C(C)[C@@H](C)[C@H]2C(=O)OC(=O)[C@@H]12,-5.823,-1.90607,3.91693
CCOC(=O)c1c(-c2ccc(Cl)cc2)[nH]c(=O)n(C)c1=O,-6.00742,-2.85921,3.14821
CCNc1cccc(NCC)c1[N+](=O)[O-],-4.79047,-2.83472,1.95575
C[C@]1(O)CC=C[C@]2(CO)CCCC[C@@H]12,-5.4858,-0.71214,4.77366
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,-5.34021,-2.54967,2.79054
CO[C@]1(C)CO[C@@](C)(OC)CO1,-5.78115,-0.20969,5.57146
O=C(O)Cn1c(=O)c2cc3c(=O)n(CC(=O)O)c(=O)c3cc2c1=O,-6.71363,-4.18362,2.53001
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,-5.65729,-1.43923,4.21806
CCN(CC)C(=S)NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-5.42568,-4.31636,1.10932
Cc1ccccc1NC(=S)NC(=O)c1ccccc1,-5.24022,-2.91809,2.32213
CC(=O)c1ccc2c(c1O)C=CC(C)(C)O2,-5.2899,-2.55618,2.73372
COc1ccc(/C=C/C(=O)c2cc(F)c(Cl)cc2Cl)cc1OC,-5.44104,-3.02644,2.4146
C[Si]1(C)C(c2ccc(C3=Cc4ccccc4[Si]3(C)C)cc2)=Cc2ccccc21,-4.81662,-2.76261,2.05401
COc1cc(O)c2c(c1O)C(=O)c1cc(C)ccc1C2=O,-5.3053,-3.6872,1.6181
CCOc1cc(/C=N/NC(=O)c2ccncc2)ccc1O,-5.16813,-2.78191,2.38622
O=[N+]([O-])c1cccnc1Nc1cccnc1F,-5.81081,-3.85201,1.9588
Cc1oc2ccc(-c3ccccc3)cc2c1[S@](C)=O,-5.3703,-1.90842,3.46188
O=C1[C@H]2CC=C3CC[S@](=O)[C@H]3[C@H]2C(=O)N1c1ccccc1,-5.34663,-2.10568,3.24095
N#Cc1cccc(Oc2ccnc3ccccc23)c1C#N,-6.18301,-3.46284,2.72017
O=C(NNC(=O)c1ccccc1O)c1ccccn1,-5.29706,-2.59907,2.69799
CCOC(=O)c1cnn(-c2ccc(N(C)C)nn2)c1C,-5.18267,-2.39174,2.79093
O=C(Oc1cccc2cccnc12)c1ccccc1,-5.82654,-2.58063,3.24591
CCOC(=O)/C(C#N)=C(\NOC)c1ccc(Cl)cc1,-5.67218,-2.79222,2.87996
COc1c(C)c(Br)c(OC)c(Cc2c(C)c(OC)c(C)c(Br)c2OC)c1C,-5.52467,-1.40752,4.11715
CO/C(=N/C(=O)c1ccccc1)Nc1ccccc1[N+](=O)[O-],-5.85958,-3.44709,2.41249
C(#CC(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(C#CC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-5.36932,-2.26194,3.10738
Cc1ccc(S(=O)(=O)N/N=C/c2ccccc2O)cc1,-5.48459,-2.59581,2.88878
CC(C)O[C@H](C(=O)c1ccccc1)c1ccccc1,-5.45865,-2.68527,2.77338
CO/N=C(\C)c1ccccc1C(C(=O)OC)C(=O)OC,-5.5504,-2.05724,3.49316
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N,-5.23959,-1.68231,3.55728
C1=C\c2ccc(o2)-c2ccc(o2)/C=C\c2ccc(o2)-c2ccc/1o2,-3.96273,-2.94843,1.0143
Cc1ccc(O)c(C2=Nc3ccccc3C2(C)C)c1,-5.11838,-2.61505,2.50333
COc1ccc(C)cc1C1=Nc2ccccc2C1(C)C,-5.31086,-1.85621,3.45465
O=[N+]([O-])c1ncccc1Nc1cccnc1Cl,-5.83221,-3.66935,2.16286
COc1cc(Cl)c([C@H](O)CNC(C)C)cc1OC,-4.96866,-1.13788,3.83078
CN1CC[C@@]2(C=C[C@H](c3ccc(Cl)nc3)C2)C1=O,-5.70781,-2.11986,3.58795
ClC(Cl)=C1[N][C](c2ccccc2)NCCc2nc3ccccc3n21,-5.18158,-2.52794,2.65364
COc1ccc2ccc3cc(Cl)ccc3c(=O)c2c1,-5.37739,-2.8278,2.54959
COC(=O)[C@@]1(Cc2ccccc2)C=C[C@@H](C)N1C(C)=O,-5.6064,-1.55909,4.04731
C[C@@H]([C@H](O)c1ccccc1)N1C(=O)CC[C@@H]1CBr,-5.68971,-1.54702,4.14269
COC(=O)C(OC1=NC(=O)c2ccccc21)C(=O)OC,-6.10772,-3.40719,2.70053
[S][P@]1(Sc2ccccc2)S[P@]([S])(Sc2ccccc2)S1,-5.81384,-3.52467,2.28917
Nc1cccnc1Nc1cccnc1Cl,-5.02219,-1.87749,3.1447
NC(=S)c1ccccc1CP(=O)(c1ccccc1)c1ccccc1,-4.55405,-2.29778,2.25627
CCOC(=O)CS[C@@H]1c2ccccc2O[C@@H](C(F)(F)F)[C@H]1[N+](=O)[O-],-5.88652,-3.12839,2.75813
CC1(C)CC(=O)C(=C(N)c2ccncc2)C(=O)C1,-5.37745,-2.76184,2.61561
O=C1c2ccccc2C(=Cc2ccc(O)c([N+](=O)[O-])c2)c2ccccc21,-5.7125,-3.90973,1.80277
COC(=O)c1cc2c(c(OC(=O)c3ccc(Cl)cc3)c1)OCO2,-5.47967,-2.74842,2.73125
CC(C)N1C(=O)c2ccccc2[C@@]1(O)c1ccccc1,-5.72932,-2.17704,3.55228
CN1N=NN(CN(C)[N+](=O)[O-])[C]1[N][N+](=O)[O-],-6.3534,-3.04596,3.30744
CN1C(=O)c2ccccc2[C@@]1(O)c1ccccc1,-5.89836,-2.22679,3.67157
COc1c(C)c(C)c(N([C@H]2C=C(S(=O)(=O)c3ccccc3)CCC2)S(=O)(=O)c2ccc(C)cc2)c(Br)c1OC(C)=O,-5.73371,-2.3119,3.42181
CC1=C2C3=C(C)C(=O)O[C@@H]3CC[C@@H](C)[C@@H]2CC1=O,-5.75972,-3.31613,2.44359
CC1=C2C3=C(C)C(=O)O[C@]3(O)CC[C@@H](C)[C@@H]2CC1=O,-5.70247,-3.33544,2.36703
Cc1ccc(S(=O)(=O)N[C@@H](C)[C@@H](Cl)c2ccccc2)cc1,-6.13707,-2.04277,4.0943
C1CO[C@@H]2SC3=C(SC(=C4SC5=C(SCCS5)S4)S3)S[C@@H]2O1,-4.20108,-1.95349,2.24759
C1CSC2=C(S1)SC(=C1SC3=C(S1)S[C@H]1SCCS[C@H]1S3)S2,-4.21593,-1.9853,2.23063
CS[C]1SC=C(c2ccc(Cl)cc2)N1[O],-4.90054,-2.30193,2.59861
CCOC(=O)C1=C(O)CN(c2ccccc2)C1,-4.69118,-2.11707,2.57411
Cc1ccccc1-c1ccc(-c2ccccc2C)cc1,-5.62393,-1.75947,3.86446
c1ccc([C@H](c2ccc3ccccc3c2)c2cccs2)cc1,-5.3845,-2.10526,3.27924
C=C1COC(c2ccc(-c3ccccc3)cc2)OC1,-5.62816,-1.80635,3.82181
C1=CC(=C2CCC(=C3C=CC=C3)CC2)C=C1,-5.21068,-2.88177,2.32891
C=C1C(=O)O[C@H]2[C@H]1CC/C(CO)=C\CC[C@@]1(C)O[C@H]21,-6.17622,-2.44899,3.72723
COc1cc2c(cc1OC)[C@](C#N)(C(C)C)OC(C)=C2,-4.69511,-1.62538,3.06973
CC(C)(C)[PH]1(C[Si](C)(C)C)[N][PH](Cl)(Cl)[N][PH](Cl)(Cl)[N]1,-6.31404,-2.28066,4.03338
CN1B(O)c2ccccc2NC1=O,-5.6039,-2.00975,3.59415
COc1ccc(C(=O)N2CCO[C@@H]2c2ccccc2Br)cc1,-5.55697,-1.81921,3.73776
CN(C)[C@@]1(c2ccccc2)C(=O)Oc2ccccc2C1=O,-4.96786,-3.12214,1.84572
CN(C)[C@@]1(c2ccccc2)Oc2ccccc2C1=O,-5.4041,-2.81826,2.58584
CC(C)(C)c1ccccc1-c1ccc(-c2ccccc2C(C)(C)C)cc1,-5.97771,-1.50437,4.47334
CCOC(=O)c1c(C(F)(F)F)[nH]c2ccc(OC)cc12,-5.39813,-2.29477,3.10336
COC(=O)[C@H]1[C@H](C)ON2[C@H](c3ccccc3)COC(=O)[C@@H]12,-5.70054,-1.59817,4.10237
O=C1[CH][N+]([O-])[C@@H](c2ccccc2)[C@@H](c2ccccc2)O1,-6.29102,-3.23252,3.0585
C1C[C@H]2[C@@]34[C@@H](C1)[C@@]23[C@H]4[C@H]1[C@]23[C@@H]4CCC[C@H]2[C@]413,-6.15404,-0.84725,5.30679
O=C1CNC(c2ccccc2)=NN1c1ccccc1,-4.98571,-2.27102,2.71469
